Ortholog_Group,ArcA,DcuR,Fnr,NarL,NarP,NsrR,TtrR
LW89_RS05730,0,0,0,0,1,0,0
LW89_RS05755,0,0,0,0,1,0,0
LW89_RS05760,0,0,0,0,1,0,0
LW89_RS05800,0,0,0,0,1,0,0
LW89_RS05830,1,0,1,0,1,1,0
LW89_RS05835,0,0,0,0,0,1,0
LW89_RS05840,0,0,0,1,1,1,0
LW89_RS05860,0,1,0,0,0,0,0
LW89_RS05875,0,0,1,0,0,0,0
LW89_RS05880,1,0,1,0,0,0,0
LW89_RS05890,0,1,0,0,0,0,0
LW89_RS05905,0,0,0,0,1,0,0
LW89_RS05920,0,0,0,0,1,0,0
LW89_RS05960,0,0,0,0,1,0,0
LW89_RS05965,0,0,0,1,1,0,0
LW89_RS05970,0,0,0,0,1,0,0
LW89_RS06010,0,0,0,0,1,0,0
LW89_RS06045,0,0,0,1,0,1,0
LW89_RS06065,1,0,0,0,0,0,0
LW89_RS06125,0,0,0,1,0,0,0
LW89_RS06130,0,0,0,1,0,0,0
LW89_RS06145,0,0,0,1,0,0,0
LW89_RS06175,0,0,0,0,1,0,0
LW89_RS06180,0,0,0,1,1,0,0
LW89_RS06205,1,0,0,0,0,0,0
LW89_RS06250,0,0,0,0,0,1,0
LW89_RS06255,1,0,0,0,0,1,0
LW89_RS06285,0,1,1,0,0,0,0
LW89_RS06290,0,0,0,0,0,1,0
LW89_RS06300,0,0,0,1,0,0,0
LW89_RS06305,0,0,0,1,0,0,0
LW89_RS06310,0,0,1,0,0,0,0
LW89_RS06320,1,0,0,0,1,0,0
LW89_RS06335,0,0,1,0,0,0,0
LW89_RS06340,0,0,0,1,1,0,0
LW89_RS06390,0,1,0,0,0,0,0
LW89_RS06425,0,0,1,0,0,0,0
LW89_RS06485,0,0,0,0,1,1,1
LW89_RS06500,0,0,1,0,0,0,0
LW89_RS06505,0,0,1,0,0,0,0
LW89_RS06555,0,1,1,0,0,0,0
LW89_RS06565,0,0,1,0,0,0,0
LW89_RS06620,1,0,0,0,0,0,0
LW89_RS06625,1,0,0,0,0,1,0
LW89_RS06630,0,1,1,0,0,1,0
LW89_RS06635,0,1,1,1,0,0,0
LW89_RS06675,1,0,0,0,0,0,0
LW89_RS06715,0,0,0,0,1,0,0
LW89_RS06720,0,0,0,0,1,0,0
LW89_RS06740,0,0,0,0,0,1,1
LW89_RS06750,1,0,0,0,0,1,0
LW89_RS06755,0,0,0,1,0,1,0
LW89_RS06765,0,0,1,0,0,0,0
LW89_RS06770,1,0,0,1,0,0,0
LW89_RS06780,0,1,0,0,0,0,1
LW89_RS06785,0,0,0,0,0,1,0
LW89_RS06790,0,1,0,0,0,0,0
LW89_RS06825,0,0,0,0,1,0,0
LW89_RS06860,0,0,0,1,0,1,0
LW89_RS06885,0,0,0,0,1,0,0
LW89_RS06890,0,0,0,1,1,0,0
LW89_RS07015,0,0,0,1,0,0,0
LW89_RS07060,0,1,1,0,0,0,0
LW89_RS07065,0,1,1,0,0,0,0
LW89_RS07120,0,0,1,0,0,0,0
LW89_RS07130,1,0,0,1,0,0,0
LW89_RS07160,0,0,0,1,0,0,0
LW89_RS07165,1,0,0,1,1,0,0
LW89_RS07170,1,0,0,0,1,0,0
LW89_RS07175,1,1,0,0,1,1,0
LW89_RS07275,0,0,0,0,0,0,1
LW89_RS07300,0,0,1,0,1,0,0
LW89_RS07360,0,0,0,0,0,1,0
LW89_RS07365,0,0,0,0,0,1,0
LW89_RS07380,0,0,0,0,1,0,0
LW89_RS07385,0,0,0,1,1,0,0
LW89_RS07395,0,0,1,0,0,0,0
LW89_RS07520,0,0,1,0,1,1,0
LW89_RS07575,0,0,0,0,1,0,0
LW89_RS07590,0,0,0,1,0,0,1
LW89_RS07645,0,0,0,0,1,0,0
LW89_RS07655,0,0,0,1,0,0,0
LW89_RS07690,0,0,1,0,0,0,0
LW89_RS07720,0,0,0,1,0,0,0
LW89_RS07740,1,0,0,0,0,0,0
LW89_RS07755,0,0,0,0,0,1,0
LW89_RS07760,0,0,0,0,0,0,1
LW89_RS07790,1,0,0,0,0,0,1
LW89_RS07815,0,1,0,0,0,0,0
LW89_RS07830,1,0,0,1,0,1,0
LW89_RS07860,0,1,0,0,0,0,0
LW89_RS07870,0,0,0,0,1,1,1
LW89_RS07880,0,0,1,0,0,0,0
LW89_RS07885,0,0,0,0,0,1,1
LW89_RS07890,1,0,0,0,0,0,0
LW89_RS07895,0,0,0,1,0,0,1
LW89_RS07900,1,0,1,1,0,0,0
LW89_RS07915,0,0,0,0,1,1,0
LW89_RS07930,0,0,0,0,1,0,0
LW89_RS07935,0,0,0,1,0,1,0
LW89_RS07940,1,0,0,1,0,0,0
LW89_RS07945,1,0,0,1,0,1,0
LW89_RS07965,0,0,1,0,0,0,1
LW89_RS07985,0,0,0,0,0,1,1
LW89_RS07995,0,0,0,1,0,0,0
LW89_RS08005,0,0,0,0,0,0,1
LW89_RS08015,0,0,1,0,0,0,0
LW89_RS08025,1,0,0,0,0,0,0
LW89_RS08030,1,0,0,0,1,0,0
LW89_RS08035,0,0,0,0,0,1,0
LW89_RS08040,0,0,0,0,0,1,0
LW89_RS08095,0,1,1,0,0,0,0
LW89_RS08100,0,0,1,0,0,0,0
LW89_RS08105,0,0,1,0,1,0,0
LW89_RS08175,0,0,1,0,0,0,0
LW89_RS08185,0,0,1,0,0,0,0
LW89_RS08215,0,1,0,0,0,0,0
LW89_RS08255,0,0,0,1,0,1,0
LW89_RS08295,0,0,0,0,0,1,0
LW89_RS08300,0,0,0,1,0,0,0
LW89_RS08305,0,0,0,1,0,0,0
LW89_RS08335,0,1,1,0,0,1,0
LW89_RS08340,0,0,1,0,0,0,0
LW89_RS08365,0,1,0,0,0,0,1
LW89_RS08405,1,0,0,1,0,0,0
LW89_RS08415,0,0,0,1,1,1,0
LW89_RS08440,1,0,0,1,1,0,0
LW89_RS08455,0,0,0,1,0,1,0
LW89_RS08495,1,0,0,0,0,1,1
LW89_RS08500,0,0,0,1,1,0,0
LW89_RS08525,0,0,0,1,0,0,0
LW89_RS08535,0,0,0,1,1,0,1
LW89_RS08550,0,0,1,1,0,0,0
LW89_RS08555,0,0,1,1,1,1,0
LW89_RS08570,0,0,0,0,0,0,1
LW89_RS08575,0,0,0,0,1,0,0
LW89_RS08585,0,0,0,0,1,0,0
LW89_RS08595,1,0,0,0,1,0,0
LW89_RS08610,1,0,0,0,0,0,0
LW89_RS08615,0,0,1,0,0,0,0
LW89_RS08645,0,0,0,1,0,0,0
LW89_RS08655,1,0,0,0,0,1,0
LW89_RS08715,0,0,0,1,0,0,0
LW89_RS08735,0,0,1,0,0,0,0
LW89_RS08755,1,0,0,0,0,0,0
LW89_RS08760,1,0,0,0,0,0,0
LW89_RS08775,0,0,1,0,0,0,0
LW89_RS08790,0,0,1,0,0,0,0
LW89_RS08830,1,0,0,0,0,0,0
LW89_RS08840,0,1,0,0,0,0,1
LW89_RS08845,1,0,0,0,0,0,1
LW89_RS08860,0,1,1,0,0,0,0
LW89_RS08895,0,0,1,1,0,1,0
LW89_RS08900,0,0,0,0,0,1,0
LW89_RS08905,0,0,0,0,0,1,0
LW89_RS08925,0,0,0,0,1,1,0
LW89_RS08930,1,0,0,0,1,1,1
LW89_RS08935,0,0,0,1,0,0,0
LW89_RS08995,0,0,0,0,1,1,1
LW89_RS09040,0,0,1,0,0,1,0
LW89_RS09060,0,0,0,1,0,0,0
LW89_RS09065,0,1,1,0,0,0,0
LW89_RS09080,0,0,0,1,0,0,0
LW89_RS09190,0,0,0,0,0,1,0
LW89_RS09210,0,0,0,0,0,1,0
LW89_RS09235,0,0,0,0,0,0,1
LW89_RS09275,1,0,0,0,0,0,0
LW89_RS09280,1,0,0,1,0,0,0
LW89_RS09335,0,1,1,0,0,0,0
LW89_RS09370,1,0,0,0,1,0,1
LW89_RS09375,1,0,0,0,0,0,0
LW89_RS09390,1,0,0,0,0,1,0
LW89_RS09400,0,0,0,1,0,0,0
LW89_RS09405,0,0,0,1,0,0,0
LW89_RS09410,1,0,0,0,0,0,0
LW89_RS09415,1,0,0,1,0,0,0
LW89_RS09420,0,0,0,1,0,0,0
LW89_RS09425,1,0,1,0,0,1,0
LW89_RS09430,0,0,0,0,1,0,0
LW89_RS09455,1,0,0,0,0,0,0
LW89_RS09465,0,0,1,1,1,0,0
LW89_RS09650,1,0,0,0,1,0,0
LW89_RS09710,0,1,0,0,0,0,0
LW89_RS09725,0,0,0,0,1,1,1
LW89_RS09730,0,0,1,0,1,0,0
LW89_RS09735,0,0,0,0,1,0,0
LW89_RS09740,0,0,0,1,1,0,0
LW89_RS09745,0,0,0,0,1,0,0
LW89_RS09770,1,0,0,1,0,1,0
LW89_RS09775,0,1,1,0,0,0,0
LW89_RS09820,1,0,0,0,1,0,1
LW89_RS09915,0,0,0,0,0,0,1
LW89_RS09945,1,0,0,0,1,0,0
LW89_RS09965,1,1,0,0,0,0,0
LW89_RS09975,1,0,0,0,0,0,0
LW89_RS10040,0,0,0,0,0,1,0
LW89_RS10055,0,0,0,0,0,1,0
LW89_RS10065,0,0,0,0,1,1,0
LW89_RS10085,0,0,1,0,1,0,1
LW89_RS10220,0,0,0,0,0,1,0
LW89_RS10275,1,0,0,0,0,0,1
LW89_RS10285,0,0,0,1,0,0,0
LW89_RS10345,1,0,0,1,0,0,0
LW89_RS10360,0,0,0,0,1,0,0
LW89_RS10365,1,0,0,0,0,0,1
LW89_RS10370,0,0,0,0,0,0,1
LW89_RS10380,0,0,0,0,1,0,0
LW89_RS10400,1,0,0,1,0,0,0
LW89_RS10420,0,0,0,1,1,0,0
LW89_RS10440,0,0,0,1,0,0,0
LW89_RS10445,1,0,0,1,0,0,0
LW89_RS10455,0,0,1,0,0,0,0
LW89_RS10465,0,0,0,0,1,0,0
LW89_RS10520,0,1,1,0,0,0,0
LW89_RS10535,0,0,0,0,0,1,0
LW89_RS10560,0,0,0,0,0,1,0
LW89_RS10565,0,0,0,1,1,1,0
LW89_RS10575,1,1,0,0,0,0,0
LW89_RS10595,0,0,0,0,0,0,1
LW89_RS10600,0,0,0,0,1,0,0
LW89_RS10610,0,0,0,1,0,0,0
LW89_RS10620,1,0,0,0,0,1,0
LW89_RS10630,0,0,0,0,1,0,0
LW89_RS10635,0,1,0,0,0,0,0
LW89_RS10640,0,1,0,0,0,0,0
LW89_RS10645,0,1,0,0,0,0,0
LW89_RS10695,0,0,0,1,0,1,0
LW89_RS10705,0,0,0,0,0,1,0
LW89_RS10720,0,0,0,0,1,0,0
LW89_RS10750,1,0,0,0,0,1,0
LW89_RS10780,0,0,0,1,1,0,0
LW89_RS10795,0,0,0,1,0,0,1
LW89_RS10820,0,0,0,1,0,1,0
LW89_RS10835,0,0,1,0,1,1,0
LW89_RS10840,0,0,0,0,0,1,0
LW89_RS10875,1,0,0,0,0,0,0
LW89_RS10880,0,0,1,0,1,0,0
LW89_RS10885,0,1,0,0,0,0,0
LW89_RS10890,0,1,0,0,0,0,0
LW89_RS10895,0,0,0,0,0,1,0
LW89_RS10910,1,1,0,1,0,0,0
LW89_RS10950,0,0,1,0,1,1,1
LW89_RS10955,0,0,1,0,0,0,1
LW89_RS10995,1,0,0,0,0,0,0
LW89_RS11020,0,0,1,0,0,0,0
LW89_RS11035,0,1,1,0,0,0,0
LW89_RS11055,0,1,0,0,0,0,0
LW89_RS11065,0,1,0,0,0,0,0
LW89_RS11070,0,0,0,1,0,0,0
LW89_RS11080,0,0,0,1,0,0,0
LW89_RS11090,1,1,0,0,0,0,0
LW89_RS11100,0,0,0,1,0,0,0
LW89_RS11105,0,1,0,1,0,0,0
LW89_RS11125,0,1,0,0,0,0,0
LW89_RS11130,0,0,1,0,0,0,0
LW89_RS11140,0,0,0,1,0,0,0
LW89_RS11145,0,1,0,0,0,0,0
LW89_RS11180,1,0,0,0,0,1,1
LW89_RS11185,1,0,0,0,1,1,0
LW89_RS11195,0,0,0,0,1,1,0
LW89_RS11200,1,0,0,0,0,0,0
LW89_RS11210,1,0,0,0,0,0,0
LW89_RS11225,0,0,0,1,1,0,0
LW89_RS11260,1,0,1,1,0,1,0
LW89_RS11265,0,0,0,1,1,0,0
LW89_RS11270,0,0,0,0,0,1,0
LW89_RS11275,0,0,0,0,0,1,0
LW89_RS11305,0,0,0,0,0,0,1
LW89_RS11340,0,1,0,1,0,0,0
LW89_RS11350,0,0,0,0,0,1,0
LW89_RS11355,1,0,0,0,0,0,0
LW89_RS11360,1,0,0,0,0,1,0
LW89_RS11365,0,0,0,1,0,1,0
LW89_RS11390,0,0,1,0,1,0,0
LW89_RS11400,0,0,0,1,0,0,0
LW89_RS11420,1,0,0,1,0,0,0
LW89_RS11430,0,0,0,0,1,0,0
LW89_RS11465,0,1,0,0,0,0,0
LW89_RS11550,0,0,0,0,0,1,0
LW89_RS11580,1,0,1,0,0,0,1
LW89_RS11585,0,0,1,0,0,0,0
LW89_RS11600,0,0,0,1,1,0,0
LW89_RS11610,1,0,0,1,0,0,0
LW89_RS11625,0,1,1,0,0,0,0
LW89_RS11630,1,1,1,0,0,0,0
LW89_RS11635,0,1,1,0,0,0,0
LW89_RS11640,0,1,0,0,0,1,0
LW89_RS11665,0,0,1,0,0,0,0
LW89_RS11675,0,0,0,1,0,0,0
LW89_RS11695,0,0,1,0,0,0,0
LW89_RS11745,1,0,0,0,0,0,0
LW89_RS11750,0,0,0,1,0,0,0
LW89_RS11795,0,0,0,1,0,0,0
LW89_RS11800,0,0,0,1,0,0,0
LW89_RS11805,0,0,0,1,0,0,0
LW89_RS11845,0,0,0,0,1,0,0
LW89_RS11895,1,0,0,1,0,0,0
LW89_RS11920,1,0,1,1,0,0,0
LW89_RS11930,0,0,0,0,0,1,0
LW89_RS11965,0,0,0,1,0,0,0
LW89_RS11975,0,1,0,0,0,0,0
LW89_RS11980,0,1,0,0,0,0,0
LW89_RS11985,0,0,0,0,1,0,0
LW89_RS11990,0,0,0,0,0,1,0
LW89_RS11995,0,0,1,1,1,1,1
LW89_RS12000,1,0,0,1,0,0,0
LW89_RS12005,0,0,0,0,0,1,0
LW89_RS12010,0,1,0,0,0,0,0
LW89_RS12065,0,0,1,0,0,0,0
LW89_RS12155,1,0,0,0,0,0,0
LW89_RS12170,0,0,0,0,0,1,0
LW89_RS12175,1,0,0,1,0,0,0
LW89_RS12205,0,0,0,1,1,0,0
LW89_RS12210,0,0,0,1,0,0,0
LW89_RS12220,1,0,0,0,0,1,0
LW89_RS12235,0,0,0,1,0,1,1
LW89_RS12265,0,0,0,0,1,0,0
LW89_RS12270,0,1,0,0,0,0,0
LW89_RS12480,0,0,1,0,0,0,0
LW89_RS12530,0,0,0,0,1,1,0
LW89_RS12550,1,0,0,0,0,0,0
LW89_RS12560,0,0,0,1,1,0,0
LW89_RS12690,1,0,0,0,0,0,0
LW89_RS12770,1,0,0,0,0,0,0
LW89_RS12775,0,0,0,0,1,0,0
LW89_RS12805,1,0,0,0,0,1,0
LW89_RS12810,0,0,1,0,0,0,0
LW89_RS12815,1,0,1,0,0,1,0
LW89_RS12855,0,0,0,0,0,1,0
LW89_RS12860,1,0,0,0,0,0,0
LW89_RS12865,0,0,1,0,0,0,0
LW89_RS12880,0,0,0,0,0,0,1
LW89_RS12920,0,1,1,0,0,1,0
LW89_RS12925,1,0,0,0,0,0,0
LW89_RS12955,0,0,0,1,0,1,0
LW89_RS12965,0,0,0,1,0,0,0
LW89_RS12970,0,0,0,0,0,0,1
LW89_RS12995,1,0,0,0,0,0,0
LW89_RS13025,0,0,0,0,0,1,0
LW89_RS13030,1,0,0,0,1,0,0
LW89_RS13040,1,0,0,0,0,0,0
LW89_RS13045,0,0,0,0,1,1,0
LW89_RS13050,1,0,0,1,0,0,0
LW89_RS13055,0,0,0,0,0,1,0
LW89_RS13060,1,0,0,0,0,0,0
LW89_RS13070,0,0,0,1,0,0,0
LW89_RS13075,1,0,0,1,0,1,0
LW89_RS13090,1,0,0,0,1,0,0
LW89_RS13105,0,0,0,0,1,0,0
LW89_RS13110,1,0,0,0,0,0,0
LW89_RS13125,0,0,0,1,0,0,0
LW89_RS13130,1,0,0,1,0,0,1
LW89_RS13145,0,0,0,0,0,0,1
LW89_RS13155,0,0,0,0,0,0,1
LW89_RS13160,0,0,0,0,0,0,1
LW89_RS13175,0,0,0,0,0,1,0
LW89_RS13185,0,0,0,0,0,1,0
LW89_RS13190,0,0,0,0,0,1,0
LW89_RS13200,0,0,0,0,1,0,0
LW89_RS13205,0,1,0,0,0,0,0
LW89_RS13210,0,1,0,0,1,1,0
LW89_RS13215,0,0,0,1,0,0,0
LW89_RS13220,0,0,0,1,0,0,0
LW89_RS13235,0,1,1,0,1,0,0
LW89_RS13240,0,0,0,1,0,0,0
LW89_RS13245,0,0,0,1,0,0,0
LW89_RS13250,0,0,0,0,0,1,0
LW89_RS13255,0,0,0,1,0,0,0
LW89_RS13260,1,0,0,1,0,1,0
LW89_RS13270,0,0,0,1,0,0,0
LW89_RS13275,0,0,0,1,0,0,0
LW89_RS13280,1,0,0,0,0,0,0
LW89_RS13290,1,0,0,1,0,0,0
LW89_RS13295,1,0,0,0,0,0,0
LW89_RS13300,1,0,0,0,1,0,1
LW89_RS13305,1,0,0,0,0,1,0
LW89_RS13310,1,0,0,0,0,0,0
LW89_RS13320,0,0,0,1,0,0,1
LW89_RS13325,0,1,0,0,1,0,0
LW89_RS13340,0,0,0,0,0,1,0
LW89_RS13345,1,0,0,1,0,0,1
LW89_RS13350,0,0,0,0,0,0,1
LW89_RS13365,1,0,0,0,1,1,0
LW89_RS13385,0,0,0,0,0,1,0
LW89_RS13390,1,0,0,0,1,0,0
LW89_RS13440,0,0,1,0,0,0,0
LW89_RS13485,0,0,1,0,0,0,0
LW89_RS13500,1,0,0,0,0,0,0
LW89_RS13535,0,0,0,0,1,0,0
LW89_RS13540,0,0,0,1,0,0,0
LW89_RS13555,0,0,0,0,0,1,0
LW89_RS13595,0,0,0,0,0,0,1
LW89_RS13610,0,0,0,0,0,0,1
LW89_RS13635,1,0,0,0,0,0,0
LW89_RS13660,1,0,0,0,0,0,1
LW89_RS13680,0,0,1,0,0,0,0
LW89_RS13685,0,0,1,0,0,0,0
LW89_RS13695,0,0,0,0,0,0,1
LW89_RS13710,0,0,0,0,0,0,1
LW89_RS13735,0,0,1,0,1,1,0
LW89_RS13750,1,0,0,0,0,0,0
LW89_RS13760,0,1,0,0,0,0,0
LW89_RS13765,0,1,1,0,0,0,0
LW89_RS13770,0,1,1,1,0,0,0
LW89_RS13775,0,0,1,0,0,0,0
LW89_RS13785,0,0,1,0,0,0,0
LW89_RS13795,1,0,0,0,0,1,0
LW89_RS13800,1,0,0,0,0,0,0
LW89_RS13805,0,0,1,0,0,0,0
LW89_RS13810,1,0,0,0,0,0,0
LW89_RS13815,0,0,1,0,0,0,0
LW89_RS13820,1,0,0,0,0,0,0
LW89_RS13835,0,1,1,0,0,0,1
LW89_RS13845,1,0,0,0,0,0,0
LW89_RS13850,0,0,1,0,0,0,0
LW89_RS13855,1,0,0,0,0,0,0
LW89_RS13860,0,0,1,0,0,0,0
LW89_RS13865,1,0,0,0,0,0,0
LW89_RS13875,0,1,1,0,0,0,1
LW89_RS13980,0,0,0,1,1,0,1
LW89_RS14010,0,0,1,0,0,0,0
LW89_RS14055,0,0,0,0,1,1,0
LW89_RS14075,1,0,0,1,0,0,0
LW89_RS14085,0,0,1,0,1,0,0
LW89_RS14110,0,0,0,0,1,0,0
LW89_RS14145,0,0,0,0,0,0,1
LW89_RS14150,0,0,0,0,0,1,0
LW89_RS14155,0,0,0,1,0,0,0
LW89_RS14160,0,0,0,0,0,1,0
LW89_RS14175,0,0,0,0,1,0,0
LW89_RS14180,0,0,0,0,0,0,1
LW89_RS14205,0,0,1,0,0,0,0
LW89_RS14210,0,0,0,0,0,1,0
LW89_RS14215,0,0,1,0,0,0,0
LW89_RS14235,0,0,0,0,1,0,0
LW89_RS14240,0,0,0,0,1,0,0
LW89_RS14245,0,0,0,0,0,1,0
LW89_RS14250,0,1,0,0,0,0,0
LW89_RS14275,0,0,1,0,0,0,0
LW89_RS14280,1,0,0,0,0,1,0
LW89_RS14290,0,0,0,1,0,1,1
LW89_RS14295,0,0,0,0,1,0,0
LW89_RS14300,0,0,0,0,0,1,0
LW89_RS14305,0,0,0,1,0,0,0
LW89_RS14310,0,0,0,1,0,0,0
LW89_RS14340,0,1,0,0,0,0,0
LW89_RS14355,0,0,1,0,0,0,0
LW89_RS14370,0,0,0,0,0,1,0
LW89_RS14380,0,1,0,0,0,1,0
LW89_RS14395,0,1,0,0,0,0,0
LW89_RS14405,0,1,1,0,0,0,0
LW89_RS14415,0,0,1,0,1,0,0
LW89_RS14445,0,1,0,0,0,0,0
LW89_RS14465,0,0,0,0,1,0,0
LW89_RS14530,0,0,1,0,0,0,0
LW89_RS14555,1,0,0,0,0,0,0
LW89_RS14570,0,1,0,0,0,0,0
LW89_RS14575,1,0,0,0,0,1,0
LW89_RS14600,0,0,0,1,0,0,0
LW89_RS14715,1,0,0,0,0,0,0
LW89_RS14720,0,0,0,1,0,0,0
LW89_RS14775,1,0,0,1,0,1,0
LW89_RS14855,1,1,1,0,0,0,0
LW89_RS14870,0,0,0,1,0,0,0
LW89_RS14875,0,0,0,0,0,1,0
LW89_RS14895,0,0,0,0,0,1,0
LW89_RS14935,0,0,0,1,1,0,0
LW89_RS14950,1,0,0,0,0,0,0
LW89_RS14970,0,0,0,0,0,1,0
LW89_RS14975,1,0,0,0,0,0,0
LW89_RS15000,0,0,0,1,1,0,0
LW89_RS15005,1,0,0,0,0,0,0
LW89_RS15010,1,0,0,0,0,0,0
LW89_RS15020,0,0,0,1,0,0,0
LW89_RS15030,0,0,1,0,0,0,1
LW89_RS15075,0,1,0,0,0,0,0
LW89_RS15090,1,0,0,0,0,0,0
LW89_RS15130,0,0,1,0,0,0,0
LW89_RS15150,0,0,1,0,0,0,0
LW89_RS15165,0,0,0,1,0,1,0
LW89_RS15190,0,0,0,0,0,1,0
LW89_RS15210,1,0,1,0,0,0,0
LW89_RS15225,0,0,0,1,0,0,0
LW89_RS15265,0,0,0,0,1,1,0
LW89_RS15280,0,0,0,0,1,0,0
LW89_RS15320,0,0,0,0,0,1,0
LW89_RS15350,0,0,0,0,1,0,0
LW89_RS15380,0,0,0,0,1,0,0
LW89_RS15480,0,1,1,0,0,0,0
LW89_RS15490,0,0,1,0,0,1,0
LW89_RS15495,0,0,1,0,0,1,0
LW89_RS15505,0,0,0,1,0,0,0
LW89_RS15510,1,0,0,0,0,0,0
LW89_RS15515,1,0,0,0,0,0,0
LW89_RS15520,1,0,0,0,0,0,0
LW89_RS15525,0,1,0,0,1,1,0
LW89_RS15535,0,1,0,0,0,0,0
LW89_RS15545,1,0,0,0,0,0,0
LW89_RS15615,0,0,0,0,1,0,0
LW89_RS15620,1,0,0,0,0,0,0
LW89_RS15625,0,0,0,1,0,0,0
LW89_RS15635,0,0,0,0,1,0,0
LW89_RS15660,0,0,1,0,1,0,0
LW89_RS15665,0,1,0,1,0,0,0
LW89_RS15675,1,0,0,1,0,0,0
LW89_RS15700,0,0,1,0,1,0,0
LW89_RS15780,0,0,1,1,0,0,0
LW89_RS15830,0,0,0,0,0,1,0
LW89_RS15865,0,0,0,0,1,0,0
LW89_RS15870,0,0,0,0,1,0,0
LW89_RS15875,1,0,0,0,0,1,0
LW89_RS15910,0,0,0,0,1,0,0
LW89_RS15995,0,0,0,1,0,0,0
LW89_RS16095,0,0,0,1,0,0,0
LW89_RS16180,0,1,0,0,0,0,1
LW89_RS16185,0,1,0,0,0,0,0
LW89_RS16195,0,0,0,1,0,1,0
LW89_RS16205,0,0,1,0,0,0,1
LW89_RS16220,0,0,1,0,0,0,1
LW89_RS16235,0,0,1,0,0,0,0
LW89_RS16240,0,0,1,0,0,0,0
LW89_RS16245,0,1,0,0,0,0,0
LW89_RS16250,0,1,0,0,0,0,0
LW89_RS16270,0,0,1,0,0,0,0
LW89_RS16385,1,0,0,0,0,1,0
LW89_RS16390,0,0,1,0,0,0,0
LW89_RS16395,0,0,1,0,0,0,0
LW89_RS16400,0,0,0,0,0,0,1
LW89_RS16410,0,0,1,0,0,0,1
LW89_RS16430,0,0,1,0,0,0,0
LW89_RS16440,0,0,0,0,1,1,0
LW89_RS16445,0,0,0,0,0,1,0
LW89_RS16490,1,0,0,0,0,0,0
LW89_RS16510,0,0,0,1,0,0,0
LW89_RS16535,0,0,1,0,0,0,1
LW89_RS16550,0,0,1,0,1,0,0
LW89_RS16585,0,0,1,0,0,1,0
LW89_RS16630,0,0,1,0,0,0,0
LW89_RS16655,1,0,0,0,0,0,0
LW89_RS16660,0,0,1,0,0,0,0
LW89_RS16665,1,0,0,0,0,1,0
LW89_RS16670,1,0,0,0,0,0,0
LW89_RS16710,0,0,0,1,0,0,0
LW89_RS16755,0,0,0,0,1,0,0
LW89_RS16765,1,0,0,0,0,0,0
LW89_RS16795,0,0,0,0,0,1,1
LW89_RS16845,1,0,1,0,0,0,0
LW89_RS16875,1,0,0,1,0,1,0
LW89_RS16880,0,1,0,0,0,0,0
LW89_RS16885,0,1,0,0,0,0,0
LW89_RS16890,0,0,0,1,0,0,0
LW89_RS16895,0,0,0,1,0,0,0
LW89_RS16905,0,0,0,0,0,0,1
LW89_RS16920,0,0,0,1,0,1,0
LW89_RS16945,0,0,0,0,0,0,1
LW89_RS16955,0,1,0,0,0,0,0
LW89_RS16965,0,0,0,0,1,0,0
LW89_RS16995,0,0,0,1,0,0,0
LW89_RS17000,0,0,0,1,0,0,0
LW89_RS17005,0,0,0,1,0,0,0
LW89_RS17010,0,0,0,1,1,1,0
LW89_RS17015,1,0,0,1,0,0,0
LW89_RS17045,1,0,0,0,0,0,0
LW89_RS17050,0,0,0,0,0,0,1
LW89_RS17090,0,0,0,0,1,0,1
LW89_RS17110,0,0,0,1,0,0,0
LW89_RS17120,0,0,0,1,0,0,0
LW89_RS17190,0,0,0,1,0,0,1
LW89_RS17200,1,0,1,0,0,0,0
LW89_RS17205,0,0,1,0,0,0,0
LW89_RS17255,1,1,0,1,0,1,0
LW89_RS17290,0,0,0,1,0,0,0
LW89_RS17305,0,0,0,1,1,1,0
LW89_RS17345,1,0,0,1,0,1,0
LW89_RS17365,0,0,0,0,0,1,0
LW89_RS17400,0,0,0,1,0,0,0
LW89_RS17410,1,0,0,1,0,1,0
LW89_RS17460,0,0,1,0,0,0,0
LW89_RS17485,0,1,0,0,1,0,0
LW89_RS17490,0,1,0,0,0,0,0
LW89_RS17510,1,0,0,0,0,0,0
LW89_RS17530,0,0,1,0,0,0,1
LW89_RS17550,0,1,0,0,0,0,0
LW89_RS17570,0,1,1,0,0,0,0
LW89_RS17580,0,0,1,0,0,0,0
LW89_RS17595,0,0,0,0,0,1,0
LW89_RS17625,1,0,0,1,0,0,0
LW89_RS17650,1,0,1,0,0,0,0
LW89_RS17655,0,0,1,0,0,0,0
LW89_RS17685,0,0,1,0,1,0,0
LW89_RS17690,1,0,0,1,0,0,1
LW89_RS17700,0,0,0,0,0,0,1
LW89_RS17710,1,1,0,0,0,0,0
LW89_RS17720,1,0,0,0,1,1,0
LW89_RS17745,1,0,0,0,0,0,0
LW89_RS17750,1,0,0,0,1,0,0
LW89_RS17755,0,1,1,0,0,0,0
LW89_RS17785,0,0,1,0,0,0,0
LW89_RS17800,0,0,0,0,1,1,1
LW89_RS17810,0,0,0,0,0,1,0
LW89_RS17850,0,0,1,0,1,0,0
LW89_RS17860,0,0,0,0,0,0,1
LW89_RS17905,0,0,1,0,0,1,0
LW89_RS17910,0,1,1,0,0,1,0
LW89_RS17915,1,0,0,0,0,0,0
LW89_RS17940,1,0,0,0,1,1,0
