Gene_ID,ArcA,DcuR,Fnr,NarL,NarP,NsrR,TtrR
HFU19_RS15130,1,0,0,0,0,0,0
HFU19_RS15135,0,0,1,0,0,0,0
HFU19_RS15140,0,0,1,0,0,0,0
HFU19_RS15145,0,0,0,0,1,0,0
HFU19_RS15150,1,0,0,0,0,1,0
HFU19_RS15155,1,0,0,0,0,1,0
HFU19_RS15160,0,1,1,0,0,0,0
HFU19_RS15165,0,0,1,0,0,0,0
HFU19_RS15175,1,0,0,1,1,1,1
HFU19_RS15185,0,0,0,1,0,0,0
HFU19_RS15190,0,0,0,1,0,0,0
HFU19_RS15200,0,0,0,0,1,1,0
HFU19_RS15210,0,1,1,0,0,0,0
HFU19_RS15215,0,1,1,0,1,0,0
HFU19_RS15225,1,0,0,0,0,0,0
HFU19_RS15230,1,0,0,0,0,1,0
HFU19_RS15235,1,0,1,0,0,0,0
HFU19_RS15240,1,0,0,0,0,0,0
HFU19_RS15250,1,0,0,0,0,1,0
HFU19_RS15260,0,0,0,1,0,1,0
HFU19_RS15265,0,1,0,0,0,0,0
HFU19_RS15270,0,0,1,0,0,0,0
HFU19_RS15300,0,0,0,0,1,0,1
HFU19_RS15315,0,0,0,0,0,1,0
HFU19_RS15320,0,0,1,0,0,1,0
HFU19_RS15330,1,0,0,0,1,0,0
HFU19_RS15335,1,0,0,1,1,0,0
HFU19_RS15340,0,0,0,1,0,0,0
HFU19_RS15345,0,0,0,1,0,0,1
HFU19_RS15350,0,0,1,0,1,0,0
HFU19_RS15355,0,0,0,0,1,0,0
HFU19_RS15360,0,1,1,0,0,0,0
HFU19_RS15365,0,0,1,0,0,0,1
HFU19_RS15370,1,0,0,1,1,1,0
HFU19_RS15385,0,0,0,1,0,0,0
HFU19_RS15390,0,0,0,1,0,0,0
HFU19_RS15395,0,0,0,0,0,1,0
HFU19_RS15410,1,0,0,0,0,0,0
HFU19_RS15415,1,0,0,0,0,0,0
HFU19_RS15430,0,0,0,0,0,0,1
HFU19_RS15435,1,0,0,0,0,1,0
HFU19_RS15440,1,0,0,0,0,0,0
HFU19_RS15445,0,0,1,0,0,1,0
HFU19_RS15450,1,1,0,0,1,0,0
HFU19_RS15455,0,0,0,0,0,1,0
HFU19_RS15460,0,0,1,0,0,0,0
HFU19_RS15465,1,0,0,0,0,0,0
HFU19_RS15470,1,0,0,0,0,0,0
HFU19_RS15475,0,0,0,1,0,0,0
HFU19_RS15485,0,1,0,0,0,0,0
HFU19_RS15490,0,1,0,0,0,0,0
HFU19_RS15495,0,1,1,0,0,0,0
HFU19_RS15500,0,1,1,0,0,0,0
HFU19_RS15545,0,0,0,0,0,0,1
HFU19_RS15550,0,0,0,0,0,0,1
HFU19_RS15560,0,0,1,0,0,0,0
HFU19_RS15565,0,0,1,0,0,0,0
HFU19_RS15570,1,0,0,0,0,0,0
HFU19_RS15575,0,0,0,0,0,0,1
HFU19_RS15595,0,0,0,1,1,0,0
HFU19_RS15610,0,0,0,0,0,1,0
HFU19_RS15615,0,0,0,1,0,0,0
HFU19_RS15620,1,0,0,0,0,0,0
HFU19_RS15625,1,1,0,0,0,0,0
HFU19_RS15640,1,0,1,0,0,0,0
HFU19_RS15645,0,0,0,1,0,0,0
HFU19_RS15650,0,0,0,0,1,0,0
HFU19_RS15655,0,0,1,0,0,1,0
HFU19_RS15660,1,0,0,0,0,0,0
HFU19_RS15665,0,0,0,0,1,1,0
HFU19_RS15675,0,0,1,0,0,0,0
HFU19_RS15685,0,0,0,0,1,0,0
HFU19_RS15695,0,1,1,0,0,0,0
HFU19_RS15700,0,1,0,0,0,0,0
HFU19_RS15705,0,0,1,0,0,0,0
HFU19_RS15710,0,0,1,0,0,0,0
HFU19_RS15725,0,0,1,0,0,0,1
HFU19_RS15735,0,0,0,1,0,1,0
HFU19_RS15745,0,1,0,0,0,0,0
HFU19_RS15750,0,1,0,0,0,0,1
HFU19_RS15755,0,0,0,0,0,0,1
HFU19_RS15760,0,0,0,1,0,1,0
HFU19_RS15765,0,0,0,0,0,0,1
HFU19_RS15780,0,0,0,0,0,1,0
HFU19_RS15800,0,0,0,0,0,1,0
HFU19_RS15805,0,1,0,0,0,1,0
HFU19_RS15815,0,0,0,0,1,1,0
HFU19_RS15820,0,0,1,0,0,1,0
HFU19_RS15825,0,0,0,0,0,1,1
HFU19_RS15830,0,0,0,0,0,1,0
HFU19_RS15835,0,0,0,1,0,0,0
HFU19_RS15840,0,0,0,1,0,0,0
HFU19_RS15845,1,0,0,0,0,0,0
HFU19_RS15855,0,0,1,1,0,1,1
HFU19_RS15860,1,0,0,0,0,0,0
HFU19_RS15870,0,0,1,0,0,0,0
HFU19_RS15875,0,0,0,0,0,1,0
HFU19_RS15880,1,0,0,0,0,0,0
HFU19_RS15890,0,0,0,0,1,1,0
HFU19_RS15900,0,0,1,0,0,1,0
HFU19_RS15910,0,0,1,0,0,0,0
HFU19_RS15915,0,0,1,0,0,0,0
HFU19_RS15920,0,0,0,1,1,0,0
HFU19_RS15925,0,0,0,0,1,0,0
HFU19_RS15940,0,0,0,1,0,0,0
HFU19_RS15980,1,0,0,0,1,0,0
HFU19_RS15995,1,0,0,0,0,0,0
HFU19_RS16005,0,0,1,0,0,0,0
HFU19_RS16010,0,0,0,0,1,0,0
HFU19_RS16020,1,0,0,0,1,1,0
HFU19_RS16025,1,0,0,0,0,0,0
HFU19_RS16040,0,0,1,0,0,0,1
HFU19_RS16045,1,0,0,0,0,0,0
HFU19_RS16050,0,0,1,1,0,1,0
HFU19_RS16060,1,1,0,0,0,0,0
HFU19_RS16065,1,1,0,0,1,0,0
HFU19_RS16075,0,0,0,0,0,1,0
HFU19_RS16080,0,0,0,0,1,0,0
HFU19_RS16085,0,0,0,0,1,0,0
HFU19_RS16095,0,0,1,0,0,0,0
HFU19_RS16100,0,0,1,0,0,0,0
HFU19_RS16110,0,0,0,1,0,0,0
HFU19_RS16115,0,0,0,1,0,1,0
HFU19_RS16120,0,0,0,0,0,1,0
HFU19_RS16130,0,0,0,1,0,0,0
HFU19_RS16135,0,0,0,1,1,0,0
HFU19_RS16160,1,0,1,0,0,0,0
HFU19_RS16165,0,0,1,1,0,0,0
HFU19_RS16170,0,0,1,0,0,1,0
HFU19_RS16175,0,0,0,0,0,0,1
HFU19_RS16185,1,0,0,0,0,0,0
HFU19_RS16195,0,0,1,0,0,0,0
HFU19_RS16200,0,0,1,0,0,0,0
HFU19_RS16210,0,0,1,0,0,1,0
HFU19_RS16215,0,0,1,0,0,1,0
HFU19_RS16220,1,0,0,0,0,0,1
HFU19_RS16230,1,0,0,0,0,0,0
HFU19_RS16235,1,0,0,0,0,0,0
HFU19_RS16240,1,0,0,1,0,1,0
HFU19_RS16245,0,0,1,0,1,0,0
HFU19_RS16250,0,0,0,0,0,1,0
HFU19_RS16265,1,0,0,1,0,0,0
HFU19_RS16270,1,0,0,1,0,0,0
HFU19_RS16275,0,0,0,0,0,1,0
HFU19_RS16280,0,1,0,1,0,0,0
HFU19_RS16285,0,0,1,0,1,0,0
HFU19_RS16295,0,0,0,1,0,0,0
HFU19_RS16310,0,1,0,0,0,0,0
HFU19_RS16320,0,0,0,1,0,0,0
HFU19_RS16325,1,0,0,0,0,0,0
HFU19_RS16330,0,0,0,0,1,0,0
HFU19_RS16335,0,0,0,0,0,0,1
HFU19_RS16340,0,0,0,0,0,1,0
HFU19_RS16345,0,0,0,1,1,0,0
HFU19_RS16355,0,0,0,1,0,0,0
HFU19_RS16360,0,1,0,0,0,0,0
HFU19_RS16365,0,1,0,0,0,0,0
HFU19_RS16370,0,0,0,0,1,0,0
HFU19_RS16380,1,0,1,0,1,0,0
HFU19_RS16385,1,0,0,1,0,1,0
HFU19_RS16390,0,0,1,0,0,0,0
HFU19_RS16395,0,0,0,0,0,1,0
HFU19_RS16400,1,0,0,0,0,0,0
HFU19_RS16405,0,1,0,0,0,0,0
HFU19_RS16410,0,1,0,0,0,0,0
HFU19_RS16415,0,0,0,0,0,1,1
HFU19_RS16420,0,1,0,0,0,1,0
HFU19_RS16425,1,0,0,0,0,0,0
HFU19_RS16430,1,0,0,0,0,0,0
HFU19_RS16435,1,0,0,0,0,0,0
HFU19_RS16440,0,0,0,1,0,0,0
HFU19_RS16445,0,0,0,0,0,1,0
HFU19_RS16455,0,0,0,0,0,0,1
HFU19_RS16460,1,0,0,1,1,1,1
HFU19_RS16465,0,0,0,1,0,0,0
HFU19_RS16470,0,0,0,1,0,0,0
HFU19_RS16475,0,0,1,0,0,0,0
HFU19_RS16480,1,0,0,0,1,0,0
HFU19_RS16485,0,0,1,0,0,1,0
HFU19_RS16490,0,0,1,0,0,1,0
HFU19_RS16495,0,1,1,0,1,0,0
HFU19_RS16500,0,1,1,0,0,0,0
HFU19_RS16510,0,1,1,0,0,0,0
HFU19_RS16535,1,0,0,0,0,0,0
HFU19_RS16555,0,1,0,0,0,0,0
HFU19_RS16570,0,1,0,0,0,0,0
HFU19_RS16575,0,1,0,0,0,0,0
HFU19_RS16585,0,1,0,0,0,1,0
HFU19_RS16590,0,0,1,0,0,0,0
HFU19_RS16595,1,0,0,1,0,0,0
HFU19_RS16605,0,0,0,0,1,0,0
HFU19_RS16610,0,0,0,1,0,0,0
HFU19_RS16615,0,0,1,0,0,0,0
HFU19_RS16620,0,0,1,0,0,0,1
HFU19_RS16625,0,1,1,0,0,0,0
HFU19_RS16630,0,0,0,1,0,0,0
HFU19_RS16645,0,0,0,1,0,0,0
HFU19_RS16650,0,0,0,1,0,0,0
HFU19_RS16655,0,0,0,1,0,0,0
HFU19_RS16660,0,0,1,0,0,0,0
HFU19_RS16665,0,0,0,0,1,0,0
HFU19_RS16670,1,0,0,1,0,1,0
HFU19_RS16675,0,0,0,0,0,1,0
HFU19_RS16690,0,1,0,0,0,0,0
HFU19_RS16695,0,1,0,0,0,0,0
HFU19_RS16700,0,0,1,0,0,1,0
HFU19_RS16705,1,0,0,1,0,0,0
HFU19_RS16710,1,0,0,0,0,0,0
HFU19_RS16715,0,0,0,0,1,0,0
HFU19_RS16720,0,0,0,0,0,0,1
HFU19_RS16730,0,0,0,0,1,1,0
HFU19_RS16740,0,0,0,0,0,0,1
HFU19_RS16745,0,0,0,0,1,0,0
HFU19_RS16750,1,0,0,0,0,0,0
HFU19_RS16755,0,0,1,0,0,0,0
HFU19_RS16760,0,0,1,0,0,0,0
HFU19_RS16765,0,0,0,0,0,1,1
HFU19_RS16770,0,0,0,1,0,0,0
HFU19_RS16775,0,0,0,0,0,1,1
HFU19_RS16785,1,0,1,0,0,0,0
HFU19_RS16790,0,0,0,0,1,1,0
HFU19_RS16805,0,0,0,0,0,1,0
HFU19_RS16810,1,0,0,0,0,1,0
HFU19_RS16815,0,0,0,0,1,0,0
HFU19_RS16830,0,0,0,1,0,1,0
HFU19_RS16845,0,0,1,0,0,0,0
HFU19_RS16855,0,1,0,0,1,0,1
HFU19_RS16860,1,0,0,0,0,0,0
HFU19_RS16865,0,0,1,0,0,0,0
HFU19_RS16870,0,1,0,1,0,0,0
HFU19_RS16875,0,0,0,0,0,1,0
HFU19_RS16890,0,0,0,1,1,0,0
HFU19_RS16900,0,0,0,0,0,1,0
HFU19_RS16910,0,0,0,1,0,0,0
HFU19_RS16915,0,0,0,0,1,0,0
HFU19_RS16920,0,1,0,0,0,0,0
HFU19_RS16925,0,1,0,1,0,0,0
HFU19_RS16950,1,0,0,0,0,0,0
HFU19_RS16960,0,0,0,0,1,0,0
HFU19_RS16970,0,0,1,0,0,0,1
HFU19_RS16975,0,0,0,0,1,1,0
HFU19_RS16980,0,0,0,1,0,1,0
HFU19_RS16985,1,0,0,0,0,0,1
HFU19_RS16990,1,0,0,0,0,0,0
HFU19_RS16995,1,0,0,0,0,0,0
HFU19_RS17000,0,0,0,1,0,0,0
HFU19_RS17005,0,0,0,1,1,0,0
HFU19_RS17020,0,0,0,1,0,1,1
HFU19_RS17030,1,0,0,0,0,0,0
HFU19_RS17035,0,0,0,0,0,1,0
HFU19_RS17040,0,1,1,0,0,1,0
HFU19_RS17045,0,1,1,0,0,0,0
HFU19_RS17050,0,0,0,1,0,1,0
HFU19_RS17055,1,0,0,0,0,0,0
HFU19_RS17065,0,0,0,0,0,1,0
HFU19_RS17070,0,0,0,1,1,0,0
HFU19_RS17075,1,0,0,0,0,0,0
HFU19_RS17085,0,0,0,1,0,0,1
HFU19_RS17095,0,0,1,0,0,0,0
HFU19_RS17100,1,0,0,1,0,0,0
HFU19_RS17105,0,0,0,0,0,1,0
HFU19_RS17110,0,0,0,0,0,1,0
HFU19_RS17115,0,0,0,0,0,0,1
HFU19_RS17135,0,0,0,1,0,0,0
HFU19_RS17140,0,0,0,1,0,0,0
HFU19_RS17150,1,0,0,0,0,0,0
HFU19_RS17175,1,0,0,0,0,1,0
HFU19_RS17185,1,0,0,0,0,0,0
HFU19_RS17200,1,0,0,1,1,0,1
HFU19_RS17205,0,0,0,0,1,1,0
HFU19_RS17210,1,0,0,1,1,0,1
HFU19_RS17215,1,0,0,1,1,0,0
HFU19_RS17220,0,0,0,1,1,0,1
HFU19_RS17230,0,0,0,1,0,1,0
HFU19_RS17235,0,0,0,1,0,0,0
HFU19_RS17240,1,0,0,1,0,1,1
HFU19_RS17245,0,0,0,1,0,0,0
HFU19_RS17250,0,0,0,1,0,1,0
HFU19_RS17255,0,0,0,0,1,0,0
HFU19_RS17280,1,0,0,0,0,0,0
HFU19_RS17290,1,0,0,0,0,0,0
HFU19_RS17295,0,0,0,0,0,0,1
HFU19_RS17305,1,0,0,1,0,0,0
HFU19_RS17310,0,0,1,0,0,0,0
HFU19_RS17320,1,0,0,0,0,1,1
HFU19_RS17365,0,0,1,0,0,1,1
HFU19_RS17370,0,0,0,0,0,1,0
HFU19_RS17375,0,0,0,1,1,0,0
HFU19_RS17380,0,0,0,0,0,1,0
HFU19_RS17395,0,0,1,1,0,0,0
HFU19_RS17400,0,0,0,1,0,0,0
HFU19_RS17405,0,0,0,1,0,0,1
HFU19_RS17415,0,0,1,0,0,0,0
HFU19_RS17425,1,0,0,0,0,1,0
HFU19_RS17430,0,1,0,0,0,0,0
HFU19_RS17435,1,1,0,0,0,1,0
HFU19_RS17445,1,0,0,0,0,0,0
HFU19_RS17450,1,0,0,0,0,0,0
HFU19_RS17455,0,0,1,0,0,0,0
HFU19_RS17460,0,0,1,0,0,0,0
HFU19_RS17465,0,0,0,0,1,0,0
HFU19_RS17470,0,0,1,0,0,0,0
HFU19_RS17475,1,0,0,0,0,0,0
HFU19_RS17480,0,0,0,1,0,0,0
HFU19_RS17485,0,0,0,0,0,1,0
HFU19_RS17490,0,0,0,1,0,1,0
HFU19_RS17515,1,0,0,0,0,0,0
HFU19_RS17530,1,0,0,0,0,0,0
HFU19_RS17535,0,0,0,0,1,0,0
HFU19_RS17540,0,0,0,0,1,0,0
HFU19_RS17550,0,0,0,1,0,0,0
HFU19_RS17555,0,1,0,0,0,0,0
HFU19_RS17560,1,0,0,0,0,0,0
HFU19_RS17565,0,0,0,0,0,1,0
HFU19_RS17570,0,0,0,0,1,0,0
HFU19_RS17575,0,0,0,0,1,0,0
HFU19_RS17585,0,0,0,0,1,0,0
HFU19_RS17595,1,0,0,0,0,0,0
HFU19_RS17600,0,0,1,0,0,0,0
HFU19_RS17610,0,1,1,0,0,0,0
HFU19_RS17635,0,0,0,0,0,1,0
HFU19_RS17645,0,0,0,0,0,1,0
HFU19_RS17655,0,0,0,0,1,0,0
HFU19_RS17660,0,1,1,0,0,0,0
HFU19_RS17665,0,0,1,0,0,0,0
HFU19_RS17670,0,0,0,0,0,1,0
HFU19_RS17680,0,0,0,1,0,0,0
HFU19_RS17685,1,0,0,0,0,0,0
HFU19_RS17695,0,1,1,0,0,0,1
HFU19_RS17700,0,0,1,0,0,0,0
HFU19_RS17735,0,1,0,0,0,0,0
HFU19_RS17750,0,0,0,0,0,0,1
HFU19_RS17760,1,0,0,0,0,0,0
HFU19_RS17775,0,0,0,1,0,0,0
HFU19_RS17785,0,0,0,0,0,1,0
HFU19_RS17790,0,0,0,1,0,0,0
HFU19_RS17795,0,0,0,1,0,0,0
HFU19_RS17805,1,0,0,0,0,1,0
HFU19_RS17810,0,0,1,0,1,0,0
HFU19_RS17815,0,0,0,0,0,1,0
HFU19_RS17835,0,1,0,0,0,0,0
HFU19_RS17840,0,0,0,0,0,0,1
HFU19_RS17850,0,0,0,0,1,0,0
HFU19_RS17855,0,0,0,0,1,0,0
HFU19_RS17865,0,0,1,0,0,0,0
HFU19_RS17870,1,0,0,0,0,0,0
HFU19_RS17875,1,0,0,0,0,1,0
HFU19_RS17920,0,0,1,0,0,0,0
HFU19_RS17925,0,0,1,0,0,0,0
HFU19_RS17930,0,0,1,0,0,0,0
HFU19_RS17935,0,0,0,0,0,1,0
HFU19_RS17960,0,0,0,0,1,0,0
HFU19_RS17970,1,0,0,0,0,0,0
HFU19_RS17975,1,0,0,0,0,0,0
HFU19_RS17990,1,0,0,0,0,0,0
HFU19_RS17995,1,0,1,0,0,0,0
HFU19_RS18000,1,0,0,0,0,1,1
HFU19_RS18005,0,0,0,0,1,0,0
HFU19_RS18015,1,0,1,0,0,0,0
HFU19_RS18020,0,0,1,0,0,0,0
HFU19_RS18025,0,0,0,0,0,0,1
HFU19_RS18035,0,0,0,0,1,1,0
HFU19_RS18040,1,0,0,1,0,0,0
HFU19_RS18045,1,0,0,0,1,0,0
HFU19_RS18050,1,0,0,0,1,0,0
HFU19_RS18060,1,0,0,0,0,1,1
HFU19_RS18065,0,0,0,0,0,0,1
HFU19_RS18070,0,0,0,0,0,0,1
HFU19_RS18085,0,1,0,0,0,0,0
HFU19_RS18090,0,1,0,0,0,0,0
HFU19_RS18100,0,0,0,0,1,0,0
HFU19_RS18105,0,0,0,0,1,0,0
HFU19_RS18110,0,0,0,1,1,0,1
HFU19_RS18140,0,0,1,0,0,0,0
HFU19_RS18155,0,0,0,0,0,1,0
HFU19_RS18175,1,0,0,0,0,0,0
HFU19_RS18180,0,0,0,0,1,0,0
HFU19_RS18190,1,0,0,0,0,0,0
HFU19_RS18195,0,1,0,0,0,0,0
HFU19_RS18200,1,0,0,0,0,1,0
HFU19_RS18205,0,0,1,0,0,0,0
HFU19_RS18210,0,1,0,0,0,0,0
HFU19_RS18215,0,1,0,0,0,0,0
HFU19_RS18220,0,0,1,0,0,0,0
HFU19_RS18225,0,1,1,1,0,0,0
HFU19_RS18230,1,1,0,0,1,0,0
HFU19_RS18235,1,0,0,0,0,0,0
HFU19_RS18250,0,0,1,0,1,1,0
HFU19_RS18255,1,0,0,0,0,0,0
HFU19_RS18270,0,1,0,0,0,0,0
HFU19_RS18275,0,1,0,0,0,0,1
HFU19_RS18280,0,0,0,0,1,0,0
HFU19_RS18285,0,0,0,0,0,1,0
HFU19_RS18295,1,0,0,0,0,0,0
HFU19_RS18300,1,0,0,0,1,0,1
HFU19_RS18305,1,0,0,0,0,0,1
HFU19_RS18310,0,0,1,0,0,0,0
HFU19_RS18315,0,0,1,0,0,0,0
HFU19_RS18320,1,0,0,0,0,0,0
HFU19_RS18325,0,0,0,0,1,0,0
HFU19_RS18330,1,0,0,1,0,0,0
HFU19_RS18345,0,0,0,0,0,0,1
HFU19_RS18350,0,0,1,0,0,0,0
HFU19_RS18355,0,0,1,0,0,0,0
HFU19_RS18360,0,0,0,0,0,0,1
HFU19_RS18370,0,0,1,0,1,0,1
HFU19_RS18390,1,0,0,1,0,0,0
HFU19_RS18400,0,0,0,0,0,1,0
HFU19_RS18415,0,0,0,0,1,0,0
HFU19_RS18420,0,0,0,1,1,0,0
HFU19_RS18425,0,0,0,0,1,0,0
HFU19_RS18430,0,0,0,0,0,1,0
HFU19_RS18440,0,0,0,0,1,0,1
HFU19_RS18445,0,0,0,0,1,0,0
HFU19_RS18455,1,0,0,0,1,1,0
HFU19_RS18460,1,0,0,0,0,1,0
HFU19_RS18465,1,0,0,0,1,1,0
HFU19_RS18470,1,0,0,1,0,0,0
HFU19_RS18475,0,1,0,0,0,0,0
HFU19_RS18480,0,1,0,0,0,0,0
HFU19_RS18495,0,0,0,1,0,0,0
HFU19_RS18500,0,0,0,0,0,0,1
HFU19_RS18510,0,0,0,1,0,0,0
HFU19_RS18525,1,0,0,1,1,0,0
HFU19_RS18530,0,0,1,1,0,0,0
HFU19_RS18540,0,0,0,0,1,0,0
HFU19_RS18550,0,0,0,0,1,1,0
HFU19_RS18565,0,0,0,1,0,0,0
HFU19_RS18575,0,0,0,0,1,0,0
HFU19_RS18580,0,0,0,0,1,0,0
HFU19_RS18585,0,0,0,1,0,0,0
HFU19_RS18590,0,0,0,1,0,0,0
HFU19_RS18595,0,0,1,1,0,0,0
HFU19_RS18605,0,0,0,0,0,1,0
HFU19_RS18610,0,0,1,0,0,0,0
HFU19_RS18615,0,0,1,0,0,0,0
HFU19_RS18620,0,0,0,0,0,1,0
HFU19_RS18625,0,1,0,0,0,0,0
HFU19_RS18630,0,0,0,0,1,0,0
HFU19_RS18645,0,0,0,0,0,0,1
HFU19_RS18655,0,0,0,1,0,0,0
HFU19_RS18660,0,0,0,1,0,0,0
HFU19_RS18665,0,0,0,0,0,0,1
HFU19_RS18670,1,0,0,0,0,1,0
HFU19_RS18680,0,0,0,0,0,1,0
HFU19_RS18685,1,0,0,0,0,0,0
HFU19_RS18690,0,1,0,0,0,0,1
HFU19_RS18695,0,0,1,0,0,0,0
HFU19_RS18705,0,0,0,0,0,1,0
HFU19_RS18715,0,1,0,0,1,1,0
HFU19_RS18720,0,0,0,0,0,1,0
HFU19_RS18735,1,0,0,0,0,0,0
HFU19_RS18745,0,0,0,1,0,0,0
HFU19_RS18760,0,1,0,1,0,0,1
HFU19_RS18770,0,0,0,1,0,1,0
HFU19_RS18775,0,1,1,0,0,0,0
HFU19_RS18785,0,1,0,0,0,0,0
HFU19_RS18790,0,1,0,0,0,0,0
HFU19_RS18805,0,0,0,1,0,0,1
HFU19_RS18810,0,0,1,1,1,0,0
HFU19_RS18820,0,0,1,0,0,0,0
HFU19_RS18825,0,0,0,0,0,0,1
HFU19_RS18840,0,0,0,0,0,0,1
HFU19_RS18845,0,0,0,0,1,0,0
HFU19_RS18850,0,0,0,0,1,0,0
HFU19_RS18855,0,1,0,0,0,0,1
HFU19_RS18860,0,1,0,0,0,0,1
HFU19_RS18885,0,0,0,1,0,0,0
HFU19_RS18890,1,0,0,0,0,0,0
HFU19_RS18900,0,1,1,0,0,0,0
HFU19_RS18905,0,1,0,0,0,0,0
HFU19_RS18910,0,1,0,0,0,0,0
HFU19_RS18925,0,0,0,0,0,0,1
HFU19_RS18930,0,0,0,0,0,0,1
HFU19_RS18935,0,0,0,1,0,0,0
HFU19_RS18940,0,1,0,0,0,0,0
HFU19_RS18945,0,1,1,1,0,0,0
HFU19_RS18950,0,0,0,0,0,1,0
HFU19_RS18955,0,1,0,0,1,0,0
HFU19_RS18960,1,0,0,1,0,1,0
HFU19_RS18970,0,0,0,0,0,0,1
HFU19_RS18975,1,0,0,0,0,0,1
HFU19_RS18980,1,0,0,0,0,0,0
HFU19_RS18985,0,1,1,0,0,0,1
HFU19_RS18990,0,0,1,0,0,1,0
HFU19_RS18995,0,0,0,1,0,1,0
HFU19_RS19000,0,0,1,0,0,0,0
HFU19_RS19005,1,0,0,0,0,0,0
HFU19_RS19010,0,0,0,1,0,0,0
HFU19_RS19015,0,0,0,1,1,0,0
HFU19_RS19020,1,0,0,0,1,0,0
HFU19_RS19025,0,0,0,0,0,1,0
HFU19_RS19030,0,0,0,1,0,0,0
HFU19_RS19045,0,0,0,1,0,0,0
HFU19_RS19050,0,0,0,0,0,0,1
HFU19_RS19070,0,0,0,0,0,1,0
HFU19_RS19075,1,0,0,0,0,0,0
HFU19_RS19090,1,0,0,1,0,0,0
HFU19_RS19095,1,0,1,0,0,0,0
HFU19_RS19100,1,0,0,1,1,0,0
HFU19_RS19105,0,0,1,0,0,1,0
HFU19_RS19110,0,0,0,0,0,1,0
HFU19_RS19115,1,0,0,0,0,1,0
HFU19_RS19120,0,0,0,1,0,0,0
HFU19_RS19125,1,0,0,0,0,1,0
HFU19_RS19140,1,0,0,1,0,0,0
HFU19_RS19145,1,0,0,0,0,0,0
HFU19_RS19150,0,0,0,0,0,1,0
HFU19_RS19155,1,0,0,1,0,0,0
HFU19_RS19160,1,0,0,0,0,0,0
HFU19_RS19180,0,0,0,0,0,0,1
HFU19_RS19185,1,0,0,0,1,0,0
HFU19_RS19195,1,0,0,0,0,0,0
HFU19_RS19200,1,0,0,0,0,0,0
HFU19_RS19215,0,0,0,1,0,1,0
HFU19_RS19220,1,0,0,0,0,0,0
HFU19_RS19230,0,0,0,0,1,0,0
HFU19_RS19235,0,0,0,0,1,1,0
HFU19_RS19245,0,0,0,0,1,1,0
HFU19_RS19250,1,0,0,0,0,0,0
HFU19_RS19265,0,0,0,0,0,1,0
HFU19_RS19275,0,0,0,1,0,0,0
HFU19_RS19280,0,0,0,1,0,0,0
HFU19_RS19285,0,0,0,1,0,0,0
HFU19_RS19295,1,0,0,1,0,1,0
HFU19_RS19310,1,0,0,0,0,0,1
HFU19_RS19320,0,0,0,0,1,0,1
HFU19_RS19325,0,0,0,0,0,1,0
HFU19_RS19330,0,0,1,0,0,0,0
HFU19_RS19340,0,0,0,0,0,1,0
HFU19_RS19345,0,0,0,0,1,0,0
HFU19_RS19350,1,0,0,0,0,0,0
HFU19_RS19355,0,0,0,1,0,0,0
HFU19_RS19360,0,0,1,0,0,1,0
HFU19_RS19365,0,0,0,1,1,0,0
HFU19_RS19370,0,1,1,0,0,0,0
HFU19_RS19375,0,1,1,0,0,0,0
HFU19_RS19380,0,0,0,1,0,0,0
HFU19_RS19385,1,0,0,0,0,1,0
HFU19_RS19390,0,0,0,1,0,0,1
HFU19_RS19395,1,0,1,0,0,1,0
HFU19_RS19410,1,0,0,1,0,0,0
HFU19_RS19415,0,0,0,1,0,0,0
HFU19_RS19425,1,0,1,0,0,0,1
HFU19_RS19430,0,0,0,0,0,1,0
HFU19_RS19440,0,0,0,0,1,0,0
HFU19_RS19445,0,1,0,0,0,0,0
HFU19_RS19450,1,1,0,0,0,0,0
HFU19_RS19455,0,1,1,0,0,0,0
HFU19_RS19460,0,1,1,0,0,0,0
HFU19_RS19475,1,0,0,0,0,0,0
HFU19_RS19500,0,0,0,0,0,1,0
HFU19_RS19505,0,0,1,0,1,1,1
HFU19_RS19515,0,0,0,1,1,0,0
HFU19_RS19520,0,0,0,0,1,0,0
HFU19_RS19525,1,0,0,0,1,0,0
HFU19_RS19530,1,0,0,0,1,0,0
HFU19_RS19535,0,1,1,0,0,0,1
HFU19_RS19545,1,0,0,1,0,0,0
HFU19_RS19550,1,0,0,0,0,0,0
HFU19_RS19565,1,0,0,0,0,1,0
HFU19_RS19570,0,1,1,0,0,0,0
HFU19_RS19580,0,1,0,0,1,0,0
HFU19_RS19590,0,0,1,0,0,0,0
HFU19_RS19595,0,1,1,0,0,0,0
HFU19_RS19600,1,0,0,0,0,0,0
HFU19_RS19605,0,0,1,0,0,0,1
HFU19_RS19610,1,0,0,0,0,0,0
HFU19_RS19615,0,0,0,0,0,1,0
HFU19_RS19625,1,0,0,0,1,0,0
HFU19_RS19630,1,0,0,0,0,0,0
HFU19_RS19635,0,0,0,1,0,0,0
HFU19_RS19640,0,1,0,0,0,0,0
HFU19_RS19645,0,0,1,0,0,0,0
HFU19_RS19655,0,0,1,0,0,0,0
HFU19_RS19660,0,0,1,0,0,0,0
HFU19_RS19680,1,0,1,0,1,0,0
HFU19_RS19685,0,0,1,0,0,1,0
HFU19_RS19690,0,0,1,0,0,1,0
HFU19_RS19695,0,0,0,0,1,0,1
HFU19_RS19705,0,1,1,0,0,0,0
